ratingId,userId,movieId,rating
688,3,68554,4.0
689,3,68791,3.5
690,3,68793,3.0
691,3,68952,2.5
692,3,69122,4.0
693,3,69481,3.5
694,3,69526,4.0
695,3,69640,4.0
696,3,69844,3.5
697,3,70286,4.0
698,3,70293,4.0
699,3,70305,3.0
700,3,70336,3.0
701,3,71057,4.5
702,3,71156,4.0
703,3,71464,4.0
704,3,71530,3.5
705,3,71535,4.0
706,3,72011,4.0
707,3,72209,3.0
708,3,72378,2.5
709,3,72641,4.0
710,3,72701,3.0
711,3,72998,4.0
712,3,73017,3.0
713,3,73268,4.0
714,3,73321,4.0
715,3,73323,4.0
716,3,74458,4.0
717,3,74789,4.0
718,3,76077,2.0
719,3,76093,4.0
720,3,76251,4.0
721,3,77561,4.0
722,3,78469,3.0
723,3,78499,4.0
724,3,79091,4.0
725,3,79132,5.0
726,3,79224,2.0
727,3,79293,4.0
728,3,79695,3.0
729,3,80363,3.0
730,3,80463,4.0
731,3,81229,4.0
732,3,81537,3.0
733,3,81564,4.0
734,3,81591,5.0
735,3,81834,3.5
736,3,81845,4.0
737,3,82095,2.0
738,3,82202,3.0
739,3,82461,4.0
740,3,83349,3.0
741,3,83613,3.5
742,3,84152,4.0
743,3,84772,3.5
744,3,84954,4.0
745,3,85020,3.0
746,3,85056,3.5
747,3,85131,2.5
748,3,85261,3.0
749,3,85414,4.0
750,3,86332,4.0
751,3,86644,3.5
752,3,86880,4.0
753,3,86911,3.5
754,3,87232,4.0
755,3,87306,3.5
756,3,87430,3.0
757,3,87520,3.0
758,3,87876,3.5
759,3,88125,3.5
760,3,88140,3.5
761,3,88405,3.0
762,3,88744,4.0
763,3,89492,4.0
764,3,89745,4.0
765,3,89753,4.0
766,3,90249,3.5
767,3,90866,3.5
768,3,91500,3.5
769,3,91529,4.0
770,3,91542,4.0
771,3,91630,4.0
772,3,91658,4.0
773,3,91974,3.5
774,3,91976,3.0
775,3,93363,4.0
776,3,93805,3.5
777,3,94018,2.5
778,3,94677,3.5
779,3,94777,3.5
780,3,94864,4.0
781,3,95441,3.5
782,3,95510,4.0
783,3,95875,4.0
784,3,96079,3.5
785,3,96610,4.0
786,3,96691,3.0
787,3,96737,4.0
788,3,96861,3.0
789,3,97225,3.5
790,3,97306,4.0
791,3,97921,3.5
792,3,97923,3.5
793,3,98809,4.0
794,3,99112,3.5
795,3,99114,4.0
796,3,101864,4.0
797,3,102125,4.0
798,3,102407,4.0
799,3,102445,4.0
800,3,102686,3.0
801,3,102716,3.5
802,3,102880,3.0
803,3,102903,3.5
804,3,103075,3.0
805,3,103141,3.5
806,3,103228,3.0
807,3,103249,3.5
808,3,103253,4.0
809,3,103384,3.5
810,3,103772,3.5
811,3,103810,3.5
812,3,104241,3.5
813,3,104243,4.5
814,3,104841,4.0
815,3,105213,3.0
816,3,106002,4.0
817,3,106072,4.0
818,3,106100,4.0
819,3,106487,3.0
820,3,106489,3.5
821,3,106782,4.5
822,3,106920,4.0
823,3,107348,3.5
824,3,107406,4.0
825,3,108190,3.5
826,3,108932,4.0
827,3,108945,3.0
828,3,109374,4.0
829,3,109487,4.0
830,3,109578,3.0
831,3,110102,4.0
832,3,110407,3.5
833,3,110730,4.0
834,3,111113,2.5
835,3,111360,4.0
836,3,111362,4.0
837,3,111443,3.5
838,3,111659,4.0
839,3,111759,4.0
840,3,112138,3.0
841,3,112171,3.5
842,3,112370,3.0
843,3,112552,5.0
844,3,112556,5.0
845,3,112623,4.0
846,3,112852,4.0
847,3,113345,4.0
848,3,114180,3.5
849,3,114847,4.0
850,3,114935,4.0
851,3,115569,4.0
852,3,115617,4.0
853,3,115713,4.5
854,3,116797,4.0
855,3,116823,3.5
856,3,116897,4.0
857,3,117529,3.0
858,3,117533,4.0
859,3,120466,3.5
860,3,122882,3.5
861,3,122886,3.0
862,3,122892,3.5
863,3,122896,3.5
864,3,122900,4.0
865,3,122906,4.0
866,3,122912,3.5
867,3,122914,3.5
868,3,122918,4.0
869,3,122920,3.5
870,3,122922,4.0
871,3,122924,3.5
872,3,129354,3.0
873,3,130490,3.5
874,3,130634,3.0
875,3,132046,3.0
876,3,134130,4.0
877,3,134853,4.0
878,3,135133,3.5
879,3,135143,3.5
880,3,135536,3.5
881,3,135569,3.5
882,3,136020,3.5
883,3,136449,5.0
884,3,136469,4.0
885,3,136864,3.5
886,3,139385,4.0
887,3,139644,4.0
888,3,140956,3.5
889,3,142509,3.5
890,3,143385,4.0
891,3,148626,4.0
892,3,148855,4.0
893,3,149406,4.0
894,3,151763,4.0
895,3,158238,3.0
896,3,158966,3.5
897,3,159093,3.5
898,3,164179,4.0
899,3,166528,4.0
900,3,166635,3.5
901,3,168252,4.0
902,3,168612,4.0
903,3,171763,3.5
904,3,175197,3.5
905,3,176101,3.5
906,3,176371,4.5
907,3,179819,3.5
908,3,182823,3.0
909,3,187541,3.5
910,3,187593,4.5
911,4,1,3.0
912,4,260,3.5
913,4,296,4.0
914,4,541,4.5
915,4,589,4.0
916,4,780,2.0
917,4,924,4.0
918,4,1036,4.0
919,4,1080,3.5
920,4,1136,4.5
921,4,1196,4.0
922,4,1197,4.5
923,4,1198,4.0
924,4,1200,3.5
925,4,1201,3.5
926,4,1210,3.0
927,4,1214,2.5
928,4,1220,4.0
929,4,1265,4.0
930,4,1270,2.5
931,4,1278,4.0
932,4,1288,3.5
933,4,1291,4.0
934,4,1527,3.5
935,4,1580,4.5
936,4,1610,3.5
937,4,1732,4.5
938,4,1907,4.0
939,4,2019,4.0
940,4,2028,4.5
941,4,2115,3.0
942,4,2571,4.5
943,4,2716,4.0
944,4,2791,4.0
945,4,2918,3.5
946,4,2951,3.5
947,4,2985,4.0
948,4,2993,3.5
949,4,3033,3.0
950,4,3039,3.5
951,4,3114,3.0
952,4,3175,4.0
953,4,3624,2.5
954,4,3671,4.0
955,4,3681,3.5
956,4,3751,3.5
957,4,3793,1.5
958,4,3827,3.0
959,4,4308,3.5
960,4,4709,2.0
961,4,4816,4.0
962,4,4886,3.5
963,4,4963,4.5
964,4,4974,4.0
965,4,4993,4.5
966,4,5110,4.5
967,4,5219,2.0
968,4,5299,2.5
969,4,5418,3.5
970,4,5444,4.0
971,4,5618,5.0
972,4,5903,4.0
973,4,5952,4.5
974,4,6156,3.0
975,4,6377,3.0
976,4,6539,4.0
977,4,6550,3.5
978,4,6863,4.0
979,4,6874,4.5
980,4,6947,4.0
981,4,7143,3.5
982,4,7153,4.0
983,4,7324,3.0
984,4,7373,4.0
985,4,7438,3.5
986,4,7451,4.0
987,4,7569,3.5
988,4,8641,4.0
989,4,8665,3.5
990,4,8874,4.0
991,4,8914,4.0
992,4,8961,5.0
993,4,33794,3.5
994,4,34048,2.5
995,4,34405,3.5
996,4,38038,3.5
997,4,44191,2.5
998,4,44193,3.0
999,4,44665,5.0
1000,4,45431,2.0
1001,4,45517,2.5
1002,4,45722,3.5
1003,4,46948,2.5
1004,4,46972,3.5
1005,4,48780,5.0
1006,4,48982,3.0
1007,4,49272,3.5
1008,4,49396,3.5
1009,4,49649,1.0
1010,4,50601,1.5
1011,4,50872,4.5
1012,4,51255,4.5
1013,4,51935,2.5
1014,4,53125,4.5
1015,4,53956,4.5
1016,4,54286,3.5
1017,4,54881,3.5
1018,4,57669,4.5
1019,4,58559,4.5
1020,4,59615,1.5
1021,4,60069,4.0
1022,4,61132,4.0
1023,4,63859,1.5
1024,4,68157,3.5
1025,4,68954,4.5
1026,4,69122,3.5
1027,4,69526,1.5
1028,4,70286,4.5
1029,4,71057,5.0
1030,4,71264,1.0
1031,4,72226,4.0
1032,4,72998,2.5
1033,4,73017,3.5
1034,4,74458,5.0
1035,4,74530,0.5
1036,4,76093,2.0
1037,4,76175,1.5
1038,4,77561,1.0
1039,4,77866,2.0
1040,4,78893,0.5
1041,4,79091,3.5
1042,4,79132,4.5
1043,4,79185,2.5
1044,4,79695,2.0
1045,4,79702,4.5
1046,4,81229,3.0
1047,4,81564,3.5
1048,4,81834,1.0
1049,4,82461,2.5
1050,4,83134,4.5
1051,4,83613,0.5
1052,4,85414,4.0
1053,4,86332,2.0
1054,4,86345,4.0
1055,4,86880,1.5
1056,4,87306,3.0
1057,4,87430,1.0
1058,4,87520,1.0
1059,4,88125,1.0
1060,4,88140,2.5
1061,4,89745,2.5
1062,4,90866,2.5
1063,4,91485,2.5
1064,4,91529,4.5
1065,4,91542,3.0
1066,4,91630,3.5
1067,4,93363,2.5
1068,4,93510,4.0
1069,4,93838,4.0
1070,4,93840,4.5
1071,4,94864,0.5
1072,4,96079,2.5
1073,4,96110,1.0
1074,4,96610,3.5
1075,4,96737,4.5
1076,4,97304,2.0
1077,4,97913,3.5
1078,4,98809,2.5
1079,4,99112,3.5
1080,4,99114,4.0
1081,4,101864,3.5
1082,4,102125,1.5
1083,4,102445,3.0
1084,4,103228,4.0
1085,4,103249,2.0
1086,4,103253,3.0
1087,4,103341,3.5
1088,4,103384,2.0
1089,4,103772,2.0
1090,4,104841,1.0
1091,4,106002,1.0
1092,4,106489,1.5
1093,4,106916,3.0
1094,4,107406,5.0
1095,4,108932,3.5
1096,4,108945,1.5
1097,4,109374,4.5
1098,4,109487,5.0
1099,4,110102,3.5
1100,4,111360,1.5
1101,4,111759,4.0
1102,4,111781,3.5
1103,4,112138,4.0
1104,4,112552,4.5
1105,4,112852,3.0
1106,4,115122,4.0
1107,4,115149,4.0
1108,4,115569,5.0
1109,4,115617,3.5
1110,4,115713,5.0
1111,4,116823,2.0
1112,4,119145,4.5
1113,4,122882,5.0
1114,4,122886,2.0
1115,4,122904,3.5
1116,4,122912,0.5
1117,4,122914,3.0
1118,4,122918,3.0
1119,4,127098,4.0
1120,4,134130,4.0
1121,4,136020,3.0
1122,4,138036,4.5
1123,4,139385,5.0
1124,4,139644,5.0
1125,4,142115,4.0
1126,4,148426,2.0
1127,4,148626,4.0
1128,4,152081,4.5
1129,4,156706,3.5
1130,4,159817,5.0
1131,4,164179,5.0
1132,4,166528,4.0
1133,4,168248,4.5
1134,4,168612,3.5
1135,4,171011,5.0
1136,4,171763,4.5
1137,4,173145,2.5
1138,4,174055,5.0
1139,4,176101,3.0
1140,4,176371,4.5
1141,4,179401,3.5
1142,4,179819,2.5
1143,4,180989,3.0
1144,4,182715,4.5
1145,4,187541,3.5
1146,4,187593,3.5
1147,4,189333,4.0
1148,4,195159,5.0
1149,4,200818,5.0
1150,4,200838,3.0
1151,4,203375,4.5
1152,4,203519,2.5
1153,5,1,4.0
1154,5,19,4.0
1155,5,32,5.0
1156,5,36,5.0
1157,5,39,2.0
1158,5,47,5.0
1159,5,50,5.0
1160,5,88,4.0
1161,5,95,3.0
1162,5,104,4.0
1163,5,113,3.0
1164,5,122,3.0
1165,5,141,5.0
1166,5,147,5.0
1167,5,150,5.0
1168,5,153,3.0
1169,5,170,4.0
1170,5,191,2.0
1171,5,216,4.0
1172,5,218,3.0
1173,5,219,3.0
1174,5,224,4.0
1175,5,231,4.0
1176,5,235,3.0
1177,5,238,2.0
1178,5,248,2.0
1179,5,253,4.0
1180,5,260,5.0
1181,5,267,2.0
1182,5,277,3.0
1183,5,288,4.0
1184,5,292,5.0
1185,5,296,4.0
1186,5,300,3.0
1187,5,312,3.0
1188,5,333,4.0
1189,5,337,5.0
1190,5,340,5.0
1191,5,342,3.0
1192,5,344,4.0
1193,5,350,5.0
1194,5,356,4.0
1195,5,364,4.0
1196,5,372,4.0
1197,5,416,3.0
1198,5,432,3.0
1199,5,435,2.0
1200,5,440,3.0
1201,5,441,4.0
1202,5,457,5.0
1203,5,477,4.0
1204,5,487,3.0
1205,5,491,3.0
1206,5,500,4.0
1207,5,524,3.0
1208,5,542,4.0
1209,5,553,3.0
1210,5,588,4.0
1211,5,590,3.0
1212,5,592,3.0
1213,5,593,5.0
1214,5,595,3.0
1215,5,608,3.0
1216,5,628,5.0
1217,5,671,5.0
1218,5,733,5.0
1219,5,736,3.0
1220,5,778,5.0
1221,5,780,4.0
1222,5,784,2.0
1223,5,786,2.0
1224,5,788,3.0
1225,5,802,5.0
1226,5,839,3.0
1227,5,1016,3.0
1228,5,1035,4.0
1229,5,1042,4.0
1230,5,1047,3.0
1231,5,1061,5.0
1232,5,1073,3.0
1233,5,1093,3.0
1234,5,1097,3.0
1235,5,1120,4.0
1236,5,1194,3.0
1237,5,1196,5.0
1238,5,1197,3.0
1239,5,1210,5.0
1240,5,1234,5.0
1241,5,1235,4.0
1242,5,1246,5.0
1243,5,1265,4.0
1244,5,1270,3.0
1245,5,1271,4.0
1246,5,1290,3.0
1247,5,1291,4.0
1248,5,1302,4.0
1249,5,1344,3.0
1250,5,1357,5.0
1251,5,1380,4.0
1252,5,1407,5.0
1253,5,1409,4.0
1254,6,161,2.0
1255,6,260,5.0
1256,6,318,5.0
1257,6,527,5.0
1258,6,593,4.0
1259,6,608,5.0
